,tract,entropy_index_9,entropy_index_0,entropy_index_1,inc_9,rent_9,inc_0,rent_0,inc_1,rent_1,ratio_rent_inc_9,ratio_rent_inc_0,ratio_rent_inc_1
17,36005004100,0.6497103337546738,0.7382130489367076,0.7048350302682919,10933,223,15000,269,20649,504,0.24476355986463003,0.2152,0.2928955397355804
18,36005004200,0.894861233520694,0.8758787195068893,0.9356799615375881,25019,393,31572,493,42180,640,0.18849674247571846,0.18738122386925124,0.18207681365576103
19,36005004300,0.6206494443523535,0.8188222730532712,0.664778943757293,12794,295,21956,367,23156,653,0.2766921994685009,0.2005829841501184,0.3384004145793747
20,36005004400,0.7749968497856392,0.681267987964387,0.6441128643512324,16068,233,14346,239,22331,350,0.1740104555638536,0.1999163529903806,0.18807935157404504
21,36005004600,0.9414934141734086,0.8104540502104478,0.781005797295997,30417,323,22500,361,41607,731,0.12742874050695335,0.19253333333333333,0.21082990842887014
22,36005004800,0.7446204178646978,0.6898282190836953,0.5277081482179258,17188,410,15817,590,21908,924,0.2862462182918315,0.4476196497439464,0.5061164871279897
23,36005005001,0.8037189933830875,0.7984658262096352,0.8699078523592273,19052,443,20938,617,40345,1013,0.2790258240604661,0.35361543604928836,0.3013012764902714
24,36005005002,0.8037067022137023,0.8023425651851175,0.6955427667692056,19052,443,20938,617,26269,878,0.2790258240604661,0.35361543604928836,0.40108112223533443
25,36005005100,0.6266321820165145,0.6277916044272753,0.6198124839343833,10987,203,13469,226,22118,463,0.22171657413306636,0.2013512510208627,0.2511981191789493
26,36005005200,0.7644465510860753,0.7603934390160232,0.728635178369827,16831,347,20484,307,35673,781,0.24740062979026795,0.17984768599882836,0.2627197039777983
27,36005005300,0.9167185363788107,0.7073481829769073,0.5945804945126864,25833,507,18567,573,22576,813,0.23551271629311346,0.3703344643722734,0.432140326009922
28,36005005400,0.8366665260929297,0.8448835632575707,0.8823853090824058,21168,485,24335,636,35385,985,0.27494331065759636,0.3136223546332443,0.3340398473929631
29,36005005600,0.8829216379863992,0.8515537340156043,0.8866145072781014,24211,446,26544,634,42093,863,0.22105654454586757,0.28661844484629295,0.24602665526334544
30,36005005902,0.8778705295712148,0.8784104925158825,0.9320552867320792,31046,494,30720,708,41190,956,0.1909424724602203,0.2765625,0.2785142024763292
31,36005006000,0.7280586850344504,0.779439126793153,0.6851322364341512,19202,406,27381,588,28309,940,0.25372357046141025,0.2576969431357511,0.3984598537567558
32,36005006100,0.9240736667285794,0.9128658183554924,0.9371455102122145,38924,410,34611,514,52792,743,0.1264001644229781,0.17820923983704604,0.16888922564024852
33,36005006200,0.7081012190512708,0.7750502982287949,0.7122345995254785,15401,345,22217,410,21590,705,0.2688137133952341,0.22145204122968898,0.3918480778138027
34,36005006300,0.8411971148126284,0.8607981621383499,0.8326952908905727,21934,496,27761,651,31275,960,0.2713595331448892,0.28140196678793994,0.3683453237410072
35,36005006400,0.9129864945957943,0.950707165690305,0.9282718256784203,33750,585,35500,741,44386,1159,0.208,0.25047887323943663,0.3133420447888974
36,36005006500,0.7269614117983114,0.7343359341853418,0.5820749220829902,12263,419,19961,512,22344,835,0.4100138628394357,0.3078002104103001,0.44844253490870034
37,36005006700,0.7202138472906465,0.795231064965747,0.5793780493529264,12679,255,22256,354,19564,527,0.24134395457054972,0.19086987778576564,0.32324677979963196
38,36005006800,0.8749197255006563,0.8720417278953598,0.9211533869319595,23214,541,33191,768,44922,1109,0.27965882657017316,0.27766563224970625,0.29624682783491385
39,36005006900,0.5858095157876646,0.5647297485287316,0.7306966397991153,9820,234,10868,295,28496,639,0.2859470468431772,0.3257269046742731,0.26909039865244244
40,36005007000,0.9336112623230896,0.9127463926518058,0.9156185828097658,33793,526,35081,708,48869,1108,0.18678424525789364,0.2421823779253727,0.2720743211442837
41,36005007100,0.35452862227271753,0.9186662140343974,0.8170363163098803,9875,285,37891,379,30781,512,0.34632911392405064,0.12002850281069383,0.19960365160326174
42,36005007200,0.9516394831862308,0.912700130874274,0.8962963878497238,29907,482,33777,681,44324,1038,0.19339953856956565,0.24193978150812684,0.28102156845050086
43,36005007300,0.6491123277583918,0.7558670488294406,0.7922204655287357,11250,402,20087,494,32522,728,0.4288,0.29511624433713346,0.2686181661644425
44,36005007400,0.9329417192953499,0.9482295535741987,0.8998291751068033,38714,491,42288,658,51944,853,0.15219300511442888,0.18671963677639047,0.19705837055290312
45,36005007500,0.773698666409396,0.8204616107264273,0.7569425626006392,17197,370,23321,450,27897,611,0.25818456707565274,0.23155096265168731,0.26282395956554466
46,36005007600,0.8929203566522154,0.8544457079825719,0.8461705618888026,27132,494,35218,684,40089,1085,0.2184873949579832,0.23306263842353342,0.3247773703509691
47,36005007700,0.5081192893196858,0.8232548605778129,0.8635192350036475,10729,333,20521,592,44025,1024,0.3724485040544319,0.34618195994347256,0.279114139693356
48,36005007800,0.9159780509596058,0.9040138428491351,0.9095431959396135,31641,522,39387,717,42299,1013,0.19797098701052432,0.21844771117373754,0.287382680441618
49,36005007900,0.640542607330014,0.7082596872051183,0.7660099384649168,11261,301,17988,385,32022,494,0.3207530414705621,0.256837891927952,0.18512272812441447
50,36005008300,0.5360033520816985,0.8771417110669545,0.7208596618758728,9265,315,26799,504,26642,804,0.4079870480302213,0.2256800626889063,0.36213497485173785
51,36005008400,0.7722252878395082,0.9004465415677616,0.8973776630397402,47583,732,39821,893,77404,1215,0.1846037450349915,0.2691042414806258,0.18836235853444266
52,36005008500,0.6920664243793936,0.7493920655390607,0.7857651835928565,14281,341,18036,401,30568,904,0.2865345564036132,0.26679973386560213,0.35488092122481024
53,36005008600,0.8195767056502148,0.7551340860369904,0.8639302491482774,19190,219,17891,300,37292,490,0.13694632621156852,0.20121848974344642,0.15767456827201545
54,36005008700,0.6390719006489152,0.8331631515413848,0.7913441148890871,13539,356,22322,515,32551,791,0.3155329049412807,0.27685691246304095,0.2916039445792756
55,36005008900,0.7678426177044004,0.8104994370817021,0.6503611023829484,15069,329,23049,429,26168,759,0.26199482381047184,0.2233502538071066,0.3480586976459798
56,36005009000,0.7746400475323738,0.7689163746200802,0.7194546333145154,17226,213,19981,280,25370,368,0.148380355276907,0.16815975176417597,0.17406385494678756
57,36005009200,0.943058317691778,0.9169839108507003,0.9268009600331458,31651,507,40661,702,47593,1166,0.19222141480521943,0.20717640982759894,0.2939928140692959
58,36005009300,0.7039364685339348,0.8093515350126816,0.8001680005532856,13769,347,19864,534,30257,879,0.30241847628731205,0.3225936367297624,0.3486135439732954
59,36005009600,0.8431467494971785,0.9137989557612858,0.8824096238311294,36800,620,49020,830,43664,1222,0.20217391304347826,0.20318237454100369,0.33583730304140713
60,36005009800,0.9294314468352736,0.9196616738759824,0.9337689858439713,38216,470,45670,675,51563,1070,0.14758216453841322,0.17735931683818698,0.249015767119834
61,36005011502,0.5873709438614062,0.6319691850239043,0.6556080104313969,9329,338,16091,496,21461,875,0.43477328759781325,0.3698962152756199,0.48925958715810075
62,36005011700,0.6974067557782091,0.7282715455043851,0.5122731654567871,18870,385,18102,599,8542,924,0.24483306836248012,0.3970831952270467,1.2980566612034652
63,36005011800,0.7829890361535574,0.7692547360709573,0.8413812795535901,53085,575,64258,791,89087,1206,0.1299802204012433,0.14771701578013632,0.16244794414448796
64,36005011900,0.6278948523542509,0.8145927202908194,0.6555238189217325,11107,356,20000,413,21773,899,0.38462231025479426,0.2478,0.49547604831672254
65,36005012101,0.6209937508599458,0.7728401908274528,0.8061895817960492,9678,441,19939,561,38029,952,0.5468071915685059,0.33762977080094286,0.30040232454179705
66,36005012102,0.6314879845827261,0.6627146121793775,0.5789196803190331,13550,325,17765,384,12294,752,0.2878228782287823,0.2593864339994371,0.7340165934602245
67,36005012300,0.628885554110532,0.7280909843882216,0.6534595000042902,12389,297,21923,364,19857,566,0.28767455000403586,0.19924280436071706,0.3420456262275268
68,36005012500,0.8471001896709048,0.8155283005852204,0.8477952053824144,21818,411,37708,542,33590,962,0.22605188376569804,0.17248329266999046,0.343673712414409
69,36005012701,0.5120404768904783,0.660900218984288,0.7605746757502252,6331,274,12192,347,23981,432,0.5193492339282894,0.34153543307086615,0.21617113548225678
70,36005012901,0.4279976843062019,0.6408840532853219,0.49656833631185937,7862,292,14364,357,22857,764,0.4456881200712287,0.2982456140350877,0.40110250689066806
71,36005013000,0.7885310097379906,0.881822653746524,0.7971877462069344,46302,536,51346,757,90764,1176,0.13891408578463132,0.17691738402212442,0.15548014631351637
72,36005013100,0.6388295450112546,0.764289404532978,0.7234035184726033,11842,308,14762,473,25194,792,0.3121094409728086,0.38450074515648286,0.3772326744462967
73,36005013200,0.7885091564586539,0.7770316321428234,0.8437123036288259,52169,621,68064,814,86547,1194,0.14284345109164445,0.14351198871650211,0.1655516655689972
74,36005013300,0.7494829620942568,0.7510306700670133,0.6331618348941452,16021,254,17933,317,24282,422,0.1902502964858623,0.21212290191267497,0.20854954287126268
75,36005013500,0.7690685663525705,0.7759561458016213,0.7016842636428885,18103,216,16588,396,25156,568,0.1431806882837099,0.2864721485411141,0.2709492765145492
76,36005013800,0.7912861456339941,0.8128611023848271,0.8704159872416158,52400,579,56953,782,76875,1246,0.13259541984732826,0.16476743981879796,0.19449756097560975
77,36005014100,0.5817185088130211,0.6072580567512941,0.5941844650272766,7111,346,12806,518,28319,727,0.5838841231894248,0.4853974699359675,0.30806172534340903
78,36005014300,0.6765612214820839,0.5709077614170864,0.5615040290498533,10000,273,9893,457,16250,231,0.3276,0.5543313453957344,0.1705846153846154
79,36005014400,0.7852322978199356,0.851710546485199,0.830031427394455,17874,309,27203,364,31591,432,0.20745216515609266,0.1605705253097085,0.16409736950397266
80,36005014500,0.6953297236287843,0.7271829647343022,0.6745632310223675,14167,329,17205,369,22571,700,0.27867579586362673,0.25736704446381864,0.37215896504364004
81,36005014701,0.6328294950505216,0.6224352311956245,0.5277404617313988,9608,220,12951,273,23470,430,0.27477102414654453,0.2529534398888117,0.21985513421389008
82,36005014702,0.6406024018832066,0.6329340480420813,0.52455964004492,9608,220,12951,273,16530,346,0.27477102414654453,0.2529534398888117,0.25117967332123414
83,36005014900,0.6566638073507963,0.8031787059783594,0.7837141860049572,12437,302,19647,490,30285,775,0.2913885985366246,0.29928233318063824,0.3070827142149579
84,36005015100,0.7909836990307327,0.7800805133067474,0.8237190241296537,16779,358,20064,586,30266,967,0.25603432862506703,0.35047846889952156,0.38340051542985526
85,36005015200,0.8474818429217352,0.787209735100609,0.9415580272737778,47155,549,60417,858,60139,1190,0.1397094687731948,0.17041561150007448,0.23744990771379637
86,36005015300,0.8215310512265069,0.7403174324841467,0.8201696321154305,21366,354,20511,451,31635,894,0.1988205560235889,0.2638584174345473,0.3391180654338549
87,36005015500,0.7300538642140884,0.8003187951529751,0.7633027562119963,13674,243,25365,368,33750,787,0.2132514260640632,0.17409816676522769,0.27982222222222225
88,36005015700,0.5072999159352283,0.8306173309493399,0.7558722846240306,9714,349,25386,576,29239,920,0.4311303273625695,0.2722760576695817,0.37757789254078455
89,36005015800,0.7976833902433276,0.8946160714562006,0.9156780669121265,49135,669,43015,867,55167,1050,0.1633865879719141,0.2418691154248518,0.22839741149600304
90,36005015900,0.6317939846681984,0.768538152824804,0.7712467075273701,11624,329,21933,310,31150,843,0.33964211975223674,0.169607440842566,0.3247512038523275
91,36005016000,0.7746453504275181,0.8336818473953777,0.8329135244807048,51320,636,52719,791,89066,1722,0.14871395167575993,0.18004893871279803,0.23200772460871713
92,36005016100,0.6312894155026547,0.7949656049193894,0.5672829579269807,11604,303,22011,445,21393,676,0.3133402275077559,0.24260596974240153,0.3791894544944608
93,36005016200,0.7499625766375005,0.8819180041970079,0.8580240540968048,54752,715,53684,876,85625,1106,0.15670660432495617,0.19581253259816706,0.1550014598540146
94,36005016400,0.6966527580113984,0.8850867273618876,0.8811100997571923,61208,629,51250,774,91389,1318,0.12331721343615214,0.18122926829268293,0.17306240357154581
95,36005016500,0.5870652082239364,0.690767284755536,0.4355668098074217,8483,407,13082,564,16607,1225,0.5757397147235648,0.5173520868368751,0.88516890467875
96,36005016600,0.7059818120099706,0.9012405906494959,0.8761492277230896,52148,604,51657,811,87031,1043,0.13898903121883868,0.188396538707242,0.14381082602750744
97,36005016700,0.44005141707967205,0.6973220558108087,0.8514473296716675,7955,374,13295,644,37841,943,0.5641734758013828,0.5812711545693869,0.29904072302529006
98,36005016900,0.3376687640345724,0.7934738487009999,0.7744473161654385,7572,258,20653,608,26389,676,0.40887480190174325,0.3532658693652254,0.30740081094395394
99,36005017300,0.7101791785380714,0.8399930343587393,0.6740382936081175,15186,342,24516,555,23307,552,0.2702489134729356,0.27165932452276065,0.28420646157806667
100,36005017500,0.680310745918221,0.7105590924946521,0.6444209566743755,16144,328,18301,378,17328,701,0.24380574826560952,0.24785530845309,0.48545706371191133
101,36005017701,0.7137869953266853,0.7679116465128912,0.6320184741075151,14611,403,18170,558,17127,993,0.33098350557798917,0.3685195376995047,0.6957435627955859
102,36005017702,0.7181888755312776,0.7707207249648993,0.7024119717284735,14611,403,18170,558,22405,890,0.33098350557798917,0.3685195376995047,0.47667931265342556
103,36005017901,0.7288696217573383,0.7436204133252896,0.7769271570999078,15115,410,16630,596,30455,1002,0.3255044657624876,0.4300661455201443,0.39481201773107866
104,36005017902,0.7306796487642387,0.7558726262325784,0.8427863051378027,15115,410,16630,596,31288,915,0.3255044657624876,0.4300661455201443,0.3509332651495781
105,36005018101,0.8539685152687686,0.8183059000592983,0.8670320031961631,23020,453,23779,631,34092,965,0.23614248479582972,0.31843223011901256,0.33966913058782117
106,36005018102,0.855677519611861,0.8221632792537882,0.7911666336199864,23020,453,23779,631,38158,899,0.23614248479582972,0.31843223011901256,0.28271922008491013
107,36005018301,0.8842698040516792,0.9191527509412026,0.8542010595527686,23361,466,31635,665,33661,928,0.23937331449852317,0.25225225225225223,0.3308279611419744
108,36005018302,0.8856592896085521,0.9205004069653754,0.8509127701130298,23361,466,31635,665,38685,991,0.23937331449852317,0.25225225225225223,0.30740597130670805
109,36005018400,0.8783252123385551,0.867571963040413,0.991024954309437,42848,556,51507,768,65643,1169,0.15571321882001493,0.17892713611742092,0.21370138476303643
110,36005018500,0.5918967789726799,0.8632872078108021,0.7252767100892532,8926,349,24781,512,27704,805,0.4691911270445888,0.24793188329768776,0.34868611030898067
111,36005018900,0.7471891842993074,0.831010256418289,0.8611073467865159,15595,420,24382,580,35893,941,0.32318050657261943,0.28545648429169057,0.31460173292842614
112,36005019300,0.6822239010564579,0.6851320257775358,0.5184541435572992,11454,333,16077,441,17816,669,0.3488737558931378,0.3291658891584251,0.45060619667714413
113,36005019400,0.9522533446135215,0.8491696090333658,0.8609467867013108,34736,620,57969,858,42903,1324,0.21418701059419623,0.1776121720229778,0.3703237535836655
114,36005019500,0.8621123948255287,0.846032690147558,0.842844141891246,21325,462,22049,652,40220,937,0.2599765533411489,0.3548460247630278,0.2795624067628046
115,36005019700,0.6704386939633165,0.8402207150636616,0.6864977688886609,11494,454,22273,659,25198,937,0.4739864277014094,0.35504871368922014,0.44622589094372567
116,36005019900,0.7560146611679631,0.818676462206991,0.823487690140435,13164,410,23680,597,30599,884,0.37374658158614404,0.30253378378378376,0.3466779960129416
117,36005020000,0.9185243544681485,0.9188048127389526,0.8901351012633203,29537,447,32725,618,35467,939,0.1816027355520195,0.2266157372039725,0.3177037809795021
118,36005020100,0.6659110514181169,0.7688542853804318,0.745307476541219,12847,409,23438,608,27813,946,0.3820347162761734,0.3112893591603379,0.4081544601445367
119,36005020200,0.96567280659198,0.9069560366563911,0.8472978565436688,36677,460,36853,646,41406,1074,0.15050304005234888,0.21034922530051828,0.3112592377916244
120,36005020400,0.8658158140713259,0.92486135808584,0.8487385110745499,31597,521,41500,764,42348,1082,0.19786688609678135,0.22091566265060242,0.3066024369509776
121,36005020501,0.7889137556362614,0.8220900377236446,0.7882771368239843,17039,413,23431,507,30496,571,0.2908621397969364,0.25965601126712473,0.22468520461699895
122,36005020502,0.7970226111536641,0.8270070162098818,0.7727776368482283,17234,413,23431,503,26818,792,0.2875710804224208,0.25760744313089495,0.35438884331419196
123,36005020601,0.9031369718603837,0.9100645274720935,0.9916322146798849,41875,464,40658,576,55568,1132,0.13296716417910448,0.17000344335678094,0.24445724157788656
124,36005020900,0.6996167999758499,0.7956870271723139,0.7934208350500507,16789,424,20873,565,32744,869,0.30305557210078027,0.3248215397882432,0.3184705594918153
125,36005021001,0.9572546109622757,0.9340325861014214,0.9684363250100603,34241,443,35507,696,50697,1018,0.15525247510294676,0.23522122398400316,0.24096100360968103
126,36005021002,0.9569397532950009,0.9338202948837832,0.9888143561504186,34241,443,35507,696,55198,1008,0.15525247510294676,0.23522122398400316,0.2191383745787891
127,36005021100,0.6034742558041879,0.736982714046533,0.7383325017924645,10640,348,18314,603,32436,851,0.3924812030075188,0.39510756798077973,0.31483536810950796
128,36005021200,0.9210832015953154,0.9127485733132024,0.9932162453983031,36745,436,37765,678,52891,1067,0.1423867192815349,0.21543757447371906,0.24208277400691988
129,36005021301,0.5967281252631558,0.6658880013620819,0.6924537515776941,8159,293,14816,448,22063,838,0.430935163622993,0.36285097192224625,0.45578570457326745
130,36005021302,0.4865244501299805,0.8356229323282421,0.7917314905321703,7369,440,24444,611,30262,918,0.7165151309539964,0.29995090819833087,0.3640208842773115
131,36005021501,0.4858448896664825,0.78071586900279,0.8116702694240082,7300,319,19886,490,30735,863,0.5243835616438356,0.29568540681886757,0.3369448511469009
132,36005021502,0.522702171212192,0.7306408188605676,0.6898678955755649,7260,387,16445,576,26135,880,0.6396694214876033,0.42031012465795076,0.40405586378419744
133,36005021601,0.8793588752122311,0.9276243332517694,0.7771505829258221,23580,484,33214,685,29821,1038,0.24631043256997456,0.24748599987956885,0.4176922303075014
134,36005021602,0.9532388573822314,0.9294713656067924,0.9643639401322582,35969,426,35784,685,50044,1025,0.1421223831632795,0.22971160295103957,0.2457837103349053
135,36005021700,0.6752186086342874,0.7988136455315775,0.6640480790335761,11845,399,18281,564,17281,906,0.40422119037568593,0.37022044745911054,0.6291302586655865
136,36005021800,0.8925924513440312,0.8926081250366904,0.8916637320052152,26096,473,28508,661,35364,980,0.21750459840588596,0.2782376876666199,0.332541567695962
137,36005021900,0.6177716880014762,0.7223514943017709,0.8282372886973477,10619,430,22798,601,40625,980,0.4859214615312176,0.3163435389069217,0.2894769230769231
138,36005022000,0.6533850547175534,0.6515818573156503,0.4684159781028131,17419,446,16932,592,14600,1021,0.3072507032550663,0.4195605953224663,0.8391780821917808
139,36005022101,0.7266776977564511,0.8062552250924871,0.7683397153158441,15881,437,20396,606,27880,938,0.33020590642906616,0.3565404981368896,0.40373027259684363
140,36005022102,0.7322682014126792,0.8097001924632194,0.6370002943653161,15881,437,20396,606,21368,912,0.33020590642906616,0.3565404981368896,0.5121677274429053
141,36005022200,0.934156019493054,0.9288060544785142,0.8083004723157416,34922,516,33931,748,29836,1052,0.1773094324494588,0.26453685420412015,0.4231130178308084
142,36005022300,0.7035134143495776,0.8056948174905709,0.7636155703970033,16451,424,20698,558,29210,848,0.3092821105099994,0.32350951782780946,0.3483738445737761
143,36005022401,0.9612012123965489,0.9390421477653672,0.7662220694084577,36056,461,32335,733,35270,1030,0.15342800088750833,0.27202721509200556,0.35043946696909556
144,36005022403,0.9347541538485128,0.9069602083525672,0.8984798371629609,31322,479,33958,733,44787,1077,0.18351318562033075,0.2590258554685199,0.28856587849152654
145,36005022404,0.9347725259342825,0.9053864161251186,0.9772060774671624,31322,479,33958,733,50357,1078,0.18351318562033075,0.2590258554685199,0.25688583513712093
146,36005022500,0.7610634896644519,0.796149275353959,0.815615133562005,17214,486,20755,669,31921,981,0.33879400487974903,0.38679836184052035,0.36878543905266126
147,36005022701,0.7373215629677106,0.7139203428538418,0.8483763247006992,14632,453,17977,601,35043,934,0.37151448879168947,0.40117928464148633,0.3198356305110864
148,36005022702,0.7762194569352077,0.7543049242336686,0.8159424135447038,16873,453,19656,669,53201,912,0.3221715166241925,0.4084249084249084,0.2057104189770869
149,36005022703,0.8726143089010967,0.8478589165330493,0.7758222291870408,22637,508,25498,652,37734,1016,0.2692936343155012,0.3068475958898737,0.3231038320877723
150,36005022800,0.9326552571895428,0.9473834206634942,0.9316302654195173,34933,490,38906,708,46418,1066,0.16832221681504594,0.21837248753405644,0.27558274807186867
151,36005022901,0.7285818069970058,0.8382752429645265,0.8225875340884146,16148,436,23925,648,30167,926,0.3240029725043349,0.32501567398119124,0.368349520999768
152,36005022902,0.6498542284685852,0.8327385157310708,0.6096446059325558,12902,432,21558,626,19306,965,0.4017981708262285,0.3484553298079599,0.5998135294727028
153,36005023000,0.8900698912659286,0.8107429358987258,0.9078020096210175,30030,492,30724,723,52622,1024,0.1966033966033966,0.2823851061059758,0.23351449963893428
154,36005023100,0.7071137418564755,0.6820921543710601,0.637074806653667,15855,461,15294,693,26950,787,0.3489120151371807,0.5437426441741859,0.35042671614100185
155,36005023200,0.9389710036715779,0.8216136458990579,0.9786515116143657,33144,525,33382,738,62361,1141,0.19007965242577843,0.2652926726978611,0.21956030211189687
156,36005023301,0.7340128930312381,0.8165967044413166,0.8001413693357988,16357,456,23222,624,30948,943,0.3345356728006358,0.3224528464387219,0.36564559906940675
157,36005023302,0.7445871846264339,0.8880238413865567,0.6783528680714438,17679,494,28259,669,18988,1032,0.33531308331919224,0.2840864857213631,0.6522013903518011
158,36005023501,0.7066360647603263,0.8710394546764842,0.7902414414947503,14651,502,26222,678,29740,936,0.41116647327827455,0.3102738158797956,0.37767316745124413
159,36005023502,0.8123986827572977,0.8181683521136053,0.7767090652727976,18582,444,23136,597,28469,918,0.28672909267032615,0.3096473029045643,0.3869472057325512
160,36005023600,0.7794022218973905,0.874481768634309,0.8814979352422772,25786,526,29191,631,52625,1005,0.24478399131311565,0.2593950190127094,0.2291686460807601
161,36005023702,0.5971601300069713,0.654706258636201,0.4357921799522694,12604,396,13250,644,20357,783,0.37702316724849255,0.5832452830188679,0.4615611337623422
162,36005023703,0.7556320423537853,0.7991279824879383,0.6411607836544253,15635,469,21190,653,22235,1007,0.3599616245602814,0.3697970740915526,0.5434675061839442
163,36005023704,0.7595865880997024,0.8012813790600244,0.7786597889595692,15635,469,21190,653,30647,951,0.3599616245602814,0.3697970740915526,0.3723692367931608
164,36005023800,0.9376004269927218,0.8947832859349232,0.9360728753698807,36731,523,32741,722,47870,1262,0.17086384797582424,0.2646223389633792,0.3163567996657614
165,36005023900,0.6753934563982378,0.7070331098734229,0.5425922446743197,10979,440,16296,600,18085,961,0.4809181164040441,0.4418262150220913,0.6376555156206801
166,36005024000,0.9185531220937808,0.9191247669532304,0.9322279954406707,33382,566,34271,730,39531,1053,0.20346294410161164,0.25560969916255727,0.3196478712908856
167,36005024100,0.6160300299089863,0.8215883910980085,0.698936857253576,9451,425,21414,607,25262,907,0.5396254364617501,0.34015130288596246,0.4308447470509065
168,36005024300,0.5934039284359132,0.8279974688523726,0.7560489068079005,10903,344,21778,518,25899,888,0.3786113913601761,0.28542565892184774,0.41144445731495427
169,36005024400,0.8329849457280213,0.9050979448529749,0.9327765321231186,43519,573,48750,695,87629,1033,0.15799995404306166,0.17107692307692307,0.14146001894350044
170,36005024501,0.7664507228954772,0.7717342474081272,0.6800259015436957,16724,459,21376,609,25820,887,0.32934704616120547,0.3418787425149701,0.41223857474825715
171,36005024502,0.7716375651334557,0.775788954564654,0.771309487428814,16724,459,21376,609,35271,952,0.32934704616120547,0.3418787425149701,0.3238921493578294
172,36005024600,0.9519938195724829,0.6881133650650089,0.912260617128487,35580,547,62961,741,70260,1264,0.1844856661045531,0.14123028541478058,0.21588385994876175
173,36005024700,0.9191184939989768,0.9063288739119486,0.8743794392960499,26140,509,30720,664,45994,999,0.23366488140780414,0.259375,0.26064269252511196
174,36005024800,0.9064330968163932,0.81276072475271,0.9502718008477614,41217,500,59444,762,76563,1136,0.14557100225635053,0.15382544916223673,0.17804944947298304
175,36005025000,0.8802951939685169,0.8728844901627432,0.9685755920413789,40508,531,51477,762,62969,1084,0.15730226128172212,0.17763272918002215,0.20657783988946943
176,36005025100,0.7203060885950967,0.866873239871667,0.7885810940650083,13504,424,28048,637,32671,990,0.3767772511848341,0.27253280091272103,0.3636252333874078
177,36005025200,0.8482073561795185,0.80450469716601,0.9503455017738507,46708,550,60515,789,54195,1071,0.1413034169735377,0.15645707675782863,0.23714364793800166
178,36005025300,0.7496339660643248,0.7795393964991254,0.6797638914733882,15806,449,20284,636,21461,909,0.3408832089080096,0.37625714849142183,0.5082708168305298
179,36005025400,0.8548025899408466,0.7536659604952901,0.9040400086991257,41653,543,61250,768,63024,1017,0.15643531078193648,0.150465306122449,0.19364051789794365
180,36005025500,0.808087985602778,0.878177070668817,0.6898587824375128,17625,452,25328,630,24534,909,0.3077446808510638,0.2984838913455464,0.4446074834922964
181,36005025600,0.7738767517617341,0.8110706292645492,0.831987703399604,51592,516,38214,712,80833,1092,0.1200186075360521,0.223582980059664,0.16211200870931428
