,census_tract,lat,lon,ZCTA5,pop9,median_fam_inc_9,median_hh_inc_9,median_house_value_9,median_rent_9,median_fam_inc_0,median_hh_inc_0,median_house_value_0,median_rent_0,median_fam_inc_1,median_hh_inc_1,median_house_value_1,median_rent_1,rent_units_9,rent_units_0,rent_units_1
200,36005027402,40.8449351,-73.8153565,10465.0,4860,47225,40298,206900,609,60417,49712,234400,857,64766,67206,562000,1134,573,777,578
201,36005027600,40.8525216,-73.8209505,10461.0,2,41670,31739,203400,511,50991,41031,194400,623,0,0,0,0,0,0,108
202,36005027700,40.878402,-73.90140629999999,10463.0,4608,26675,22983,152100,439,26283,25988,160300,654,36567,30823,356300,851,1630,1623,1578
203,36005027900,40.8824834,-73.8972276,10463.0,6712,38493,31024,180843,467,48165,40280,203015,700,52837,51667,260500,1064,2363,2180,2053
204,36005028100,40.883807,-73.89067879999999,10463.0,3682,41098,29984,237500,406,51299,39655,188300,609,62159,44974,26600,976,1073,1038,916
205,36005028300,40.880924900000004,-73.9023158,10463.0,1683,23241,20036,128909,363,28407,24883,0,501,37066,38777,19000,614,689,756,1266
206,36005028400,40.8493866,-73.83872190000001,10461.0,1076,13703,26029,0,418,7354,16250,250000,732,34667,90170,0,1467,71,93,29
207,36005028500,40.8864175,-73.9025909,10463.0,2782,44167,27802,176900,399,47853,35634,218300,690,50941,44022,416700,1085,1184,1331,1316
208,36005028600,40.849174,-73.8478592,10461.0,1157,40163,29291,194800,531,52800,48571,176900,813,107841,85096,448500,995,246,323,278
209,36005028700,40.88271470000001,-73.90465640000001,10463.0,2809,34688,31169,206000,478,41827,38446,197000,697,58526,44709,465000,1149,837,916,904
210,36005028800,40.854292,-73.8514783,10461.0,2866,50910,40907,217700,575,65602,54776,244300,816,75735,62386,526000,1145,507,522,553
211,36005028900,40.879554999999996,-73.9072892,10463.0,4641,33850,27703,282249,422,32236,28946,135326,641,44091,45968,16800,1096,1856,1789,1536
212,36005029301,40.8827196,-73.9227136,10463.0,5465,64257,51498,380000,752,88167,62727,305400,1073,139597,100776,482600,1108,1281,1144,165
213,36005029302,40.879285100000004,-73.91583890000001,10463.0,2412,63125,50597,373543,735,86880,62466,320873,1057,105163,80313,251600,1743,576,515,1163
214,36005029500,40.8848984,-73.90856459999999,10463.0,3862,52046,35754,200000,599,60330,49352,285500,896,93906,71936,247000,1337,1507,1507,1198
215,36005029600,40.85537479999999,-73.8450048,10461.0,3115,37470,25811,191800,510,48947,29426,196200,577,59833,29967,524700,888,1269,1230,616
216,36005029700,40.8849993,-73.91177859999999,10463.0,3481,53523,41889,311100,570,75961,59940,470500,907,101375,85859,309700,1298,979,877,787
217,36005030000,40.8522011,-73.8312345,10461.0,5511,40880,30768,173700,492,53929,45289,210000,734,57829,51577,449800,1122,1691,1808,1806
218,36005030100,40.883280400000004,-73.9179116,10463.0,1500,55421,32723,364600,476,94762,48333,472700,674,130294,81705,386300,583,410,429,302
219,36005030200,40.8636573,-73.8223933,10475.0,9153,41670,31739,203400,511,50991,41031,194400,623,67219,51544,80300,868,3104,2289,2034
220,36005030701,40.8931975,-73.9105904,10471.0,2971,68290,51973,500001,665,89827,69448,715482,960,143750,77217,405000,1423,936,854,1440
221,36005030900,40.8986778,-73.91517420000001,10471.0,6329,82314,48991,500001,635,95394,65185,713079,911,113324,86053,500600,1371,1824,1694,622
222,36005031000,40.8612344,-73.8360747,10469.0,3762,60238,57025,215700,794,69722,56406,233800,1003,92127,90461,553300,1355,40,302,451
223,36005031200,40.8620468,-73.8424522,10469.0,1342,57654,47228,173600,605,65417,50217,200800,740,96250,70750,462900,1409,133,216,177
224,36005031400,40.861548600000006,-73.8455438,10469.0,1675,51677,44879,210300,582,71750,64167,219600,762,93523,72478,455600,1044,136,136,190
225,36005031600,40.861971600000004,-73.84872469999999,10469.0,1471,45950,40970,205100,641,46786,41364,216200,745,76458,68225,515000,1335,157,258,233
226,36005031800,40.861954499999996,-73.8515677,10469.0,1431,58955,43977,174400,852,64375,59179,219500,894,62337,66736,469700,1954,157,231,244
227,36005031900,40.9138727,-73.9111066,10471.0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,36005032300,40.9053119,-73.9075469,10471.0,5260,57502,39349,500001,534,77101,58071,750000,788,100893,69784,275700,1058,1774,1569,1032
229,36005032400,40.861341499999995,-73.85970520000001,10469.0,2528,29261,15731,176600,294,27719,18942,217500,421,37636,26297,407600,576,1055,1098,1125
230,36005032600,40.862187799999994,-73.85547779999999,10469.0,2753,44750,37214,181753,634,58088,52902,220337,844,73636,68610,482700,1333,366,510,493
231,36005032800,40.8617366,-73.86313009999999,10467.0,3347,27352,23525,212800,465,37250,28347,171100,607,48107,37314,495300,831,1201,1265,1192
232,36005033000,40.8616561,-73.8660255,10467.0,3948,28292,20720,188800,435,32218,30619,204300,623,51096,41458,450500,937,1898,1901,1978
233,36005033201,40.859475599999996,-73.8692323,10467.0,3576,32589,26483,162500,454,39085,32997,225000,674,65625,43895,178900,1052,1409,1480,1575
234,36005033202,40.8633818,-73.86894129999999,10467.0,3613,32589,26483,162500,454,39085,32997,225000,674,26471,22625,308100,1012,1425,1497,1399
235,36005033400,40.8600152,-73.8743058,10469.0,6,5360,5360,0,625,31250,31250,0,634,28846,28173,343800,1015,2,64,491
236,36005033500,40.8942652,-73.9052413,10471.0,3739,76119,54467,497666,561,106715,82997,881571,820,122275,100111,378800,1132,630,402,318
237,36005033600,40.868489600000004,-73.8688853,10467.0,5951,21235,19442,185000,421,29552,25065,270000,520,31115,28181,159800,814,2275,2234,2288
238,36005033700,40.9062277,-73.90252190000001,10471.0,2376,58603,46496,222949,749,71141,57624,265192,986,118333,84071,617600,1600,359,486,403
239,36005033800,40.868437899999996,-73.8658167,10467.0,3769,30318,21862,137500,509,26618,25060,159500,684,49625,42830,431100,1087,1156,1070,1145
240,36005034000,40.868440500000005,-73.86292320000001,10467.0,4091,28194,25979,187500,483,34250,29459,184600,698,42885,39897,464600,981,1355,1362,1418
241,36005034200,40.868416499999995,-73.8600256,10469.0,1481,41154,31490,156300,615,41635,40800,188800,822,73558,70875,415900,1173,290,371,412
242,36005034300,40.909667799999994,-73.8981695,10471.0,1505,50493,43833,256900,555,79423,60417,292600,760,77054,51747,571800,1165,304,367,383
243,36005034400,40.8683644,-73.85713170000001,10469.0,1239,43867,40104,178400,564,48207,40368,183800,781,48173,36726,402300,964,247,274,298
244,36005034500,40.90406420000001,-73.8986561,10471.0,3455,53506,41974,249810,623,69083,51216,287899,806,84755,70469,374500,1153,796,948,959
245,36005034800,40.8694471,-73.8530706,10469.0,5521,27597,24662,164204,393,41461,34791,185704,443,50474,44057,408100,660,1153,1331,1395
246,36005035000,40.8685221,-73.8482552,10469.0,1684,50099,40962,145400,593,56000,52656,176800,879,68906,65568,415900,1317,269,275,303
247,36005035100,40.8951029,-73.90008590000001,10471.0,2050,60160,45369,483300,540,64250,49957,687500,725,113889,62292,327200,1061,626,788,647
248,36005035600,40.866843700000004,-73.8359921,10469.0,1667,43100,37407,167600,675,60724,48859,162300,1024,81228,80571,486300,1330,190,295,283
249,36005035800,40.873975200000004,-73.84260479999999,10469.0,5310,48026,42618,175600,657,47965,43954,184300,856,72665,60607,426700,1036,600,1024,1144
250,36005035900,40.840301600000004,-73.88343859999999,10460.0,1302,17198,15991,0,433,31164,31767,147900,547,23945,22051,460900,1013,359,364,639
251,36005036000,40.8668405,-73.8431182,10469.0,2577,48238,37263,159903,524,60639,41337,194571,781,83523,66275,469500,899,341,354,409
252,36005036100,40.8422924,-73.8795815,10460.0,5997,13165,9193,0,295,16645,12723,218000,307,18929,14839,348500,486,1978,2050,2075
253,36005036300,40.8445641,-73.8827622,10460.0,5560,10709,9191,60000,313,16975,14632,107800,412,23356,20664,284000,956,1694,1941,2338
254,36005036400,40.8736354,-73.849235,10469.0,2177,35771,33324,173000,518,65625,62644,174300,753,70192,58897,395300,1233,394,315,450
255,36005036501,40.8453745,-73.88581590000001,10460.0,3102,15547,16096,162500,429,20972,18125,264500,585,33182,26988,340900,870,917,1154,1280
256,36005036502,40.8423825,-73.8878235,10460.0,1773,4999,6927,63900,369,18152,18402,154200,499,31650,30938,462100,944,386,485,676
257,36005036700,40.8407598,-73.8893061,10460.0,1350,17375,16042,91100,427,20703,17214,225000,608,23384,17391,497400,782,315,519,530
258,36005036800,40.8753072,-73.855942,10469.0,1386,32500,40128,148100,731,49444,36406,180600,780,66694,65139,337600,1110,145,303,354
259,36005036901,40.84441270000001,-73.8918108,10457.0,1574,9237,8883,112500,336,17150,11172,208300,386,18482,14194,0,875,496,636,740
260,36005036902,40.8426434,-73.892949,10457.0,1616,16719,11050,156800,303,17468,15602,0,424,43917,35949,1000001,658,470,754,663
261,36005037000,40.8730921,-73.8590214,10469.0,2079,38676,31687,159600,616,54688,44375,177400,764,69352,68194,415700,1292,491,355,427
262,36005037100,40.8472204,-73.88737809999999,10457.0,4021,16735,11985,119300,401,21290,16570,176600,495,24447,20078,353800,788,1335,1398,1435
263,36005037200,40.873802500000004,-73.8632803,10467.0,1839,25300,24141,163000,570,46923,34180,171600,664,63375,52107,376100,1096,452,490,599
264,36005037300,40.848673299999994,-73.8901415,10457.0,3965,13696,14242,87500,374,25697,22536,164600,580,27905,27724,315400,952,1109,1261,1471
265,36005037400,40.87453789999999,-73.86667109999999,10467.0,3922,25271,20509,156500,436,27022,22137,201700,437,21895,18813,475000,614,1269,1226,1302
266,36005037504,40.8502936,-73.892678,10457.0,3370,14925,13511,91279,314,20711,13992,150970,390,24821,19500,333300,758,1008,910,1183
267,36005037600,40.874569,-73.8692131,10467.0,2099,28542,27420,120600,579,29904,30132,213900,698,54706,53750,453900,959,434,578,608
268,36005037800,40.87979910000001,-73.86662109999999,10467.0,2765,25096,25082,183900,510,35516,30893,170800,656,42907,44583,419200,1007,914,868,861
269,36005037900,40.8515594,-73.89878829999999,10457.0,5072,16788,15675,94400,430,24208,22824,115900,596,23511,21451,356500,982,1537,1454,1400
270,36005038000,40.8780935,-73.8624415,10467.0,4037,36741,28423,0,516,35424,30734,191500,697,39470,35114,262500,946,1011,1064,1218
271,36005038100,40.852058299999996,-73.9011465,10457.0,5934,14916,14551,265000,451,19000,19349,183900,660,33911,27500,418100,926,1883,1841,1984
272,36005038200,40.877309000000004,-73.8547432,10469.0,2149,43673,41245,159553,661,43179,42079,179903,802,47634,48068,430100,1251,230,385,534
273,36005038301,40.8572137,-73.8985196,10458.0,3979,16155,15510,87500,429,16574,16433,108800,585,27788,25508,346200,957,1200,1186,1456
274,36005038302,40.85745,-73.89500770000001,10458.0,6073,16155,15510,87500,429,16574,16433,108800,585,22083,17839,0,881,1832,1811,1916
275,36005038500,40.856229600000006,-73.89249000000001,10458.0,3993,13469,12354,89800,420,15880,14679,309100,560,26250,20981,518600,884,1042,1178,1410
276,36005038600,40.8796352,-73.84840229999999,10469.0,6816,33154,30417,153700,467,39187,35696,182400,707,45716,41885,439700,1071,1907,1955,2036
277,36005038700,40.858002299999995,-73.88922290000001,10458.0,2891,23558,20317,177100,429,18042,17130,155100,619,32188,29398,380500,1012,1038,1126,1102
278,36005038800,40.879598200000004,-73.8553665,10469.0,1921,45809,35915,130800,567,47381,39420,177800,692,65345,36816,388900,1116,341,393,497
279,36005038900,40.8564319,-73.8849744,10458.0,3860,14759,14896,261300,412,24688,21936,200000,632,29144,23903,444800,952,1317,1379,1704
280,36005039000,40.8812352,-73.86076,10467.0,1932,33144,24200,141900,498,47740,37222,156300,717,35833,35729,442000,1069,383,508,683
281,36005039100,40.8531215,-73.88713179999999,10458.0,5676,15932,14222,180000,411,20687,19031,169500,580,21308,22081,455100,970,1952,2014,2282
282,36005039200,40.8832885,-73.8647381,10467.0,1451,30121,27292,155800,461,38333,32440,226100,726,64526,57000,439300,964,397,432,473
283,36005039300,40.852518100000005,-73.8831358,10460.0,7541,13106,10676,67500,371,15370,13163,121400,535,18898,17988,615000,798,2683,2760,2981
284,36005039400,40.886479200000004,-73.8633993,10466.0,4031,27241,23484,93200,460,33390,30814,167700,628,51172,35329,425000,959,1323,1311,1350
285,36005039500,40.8481912,-73.8967151,10457.0,2381,11263,8345,62683,334,16865,14477,173474,574,37537,27384,361400,728,799,905,1220
286,36005039600,40.88442379999999,-73.8589556,10467.0,3287,39911,22798,137300,541,31250,24045,180900,675,45750,41938,369700,1255,843,903,980
287,36005039700,40.861926700000005,-73.8854132,10458.0,3911,13331,13152,137443,363,19170,13257,264591,538,19662,17579,0,761,462,540,520
288,36005039800,40.882697,-73.8534698,10469.0,2579,39792,36726,158700,595,41474,40821,182300,749,62530,57188,397300,1074,433,388,567
289,36005039901,40.8635349,-73.8936413,10458.0,5621,19549,18319,130600,497,17274,19375,159600,643,18688,21418,436500,948,1719,1604,1599
290,36005039902,40.8604227,-73.8947478,10458.0,4902,19750,18712,147500,437,16591,16771,112500,640,25481,24095,275000,934,1574,1588,1580
291,36005040100,40.8646119,-73.8976515,10468.0,3919,22849,21367,112500,468,26399,26779,85000,706,33906,33950,382100,1021,1376,1461,1410
292,36005040302,40.867867499999996,-73.892176,10458.0,4548,21314,20047,0,488,20776,18750,0,663,21372,19324,0,915,1417,1320,1370
293,36005040303,40.869682,-73.8934561,10468.0,4293,19827,18973,98200,494,25770,26947,209500,685,29980,25625,320000,931,1454,1464,1391
294,36005040304,40.867670000000004,-73.8951873,10468.0,3329,19827,18973,98200,494,25770,26947,209500,685,38333,32586,330500,1096,1128,1135,1194
295,36005040400,40.8861691,-73.8513487,10466.0,2324,45034,38030,159100,609,44531,37750,179900,917,60486,48065,452500,1228,308,539,563
296,36005040501,40.8671472,-73.8908965,10458.0,3940,21159,19928,162500,471,25688,24709,170400,656,32454,29775,419400,940,1175,1179,1272
297,36005040502,40.865878,-73.8889613,10458.0,6858,21159,19928,162500,471,25688,24709,170400,656,28175,24441,360300,1068,2047,2053,2038
298,36005040600,40.8879511,-73.8570053,10466.0,3249,27560,24136,125000,544,32004,29773,180800,710,55114,37045,426900,1105,850,858,900
299,36005040701,40.8715794,-73.8902604,10468.0,3075,20833,21364,0,489,22607,22014,0,705,28438,24836,0,1053,1186,1144,1154
300,36005040702,40.8691424,-73.8869998,10458.0,5652,27922,24440,173600,490,31235,28198,150500,681,41201,29826,342300,932,1914,2219,2265
301,36005040800,40.889742600000005,-73.861742,10466.0,3662,31250,24365,162500,519,29850,29826,159400,707,41010,32175,431900,1024,1140,1230,1333
302,36005040900,40.87704,-73.89433249999999,10468.0,3118,39731,35607,112500,559,48571,41147,225000,587,54886,50313,33000,930,1159,1121,1027
303,36005041100,40.875562,-73.8871522,10468.0,2159,36333,25673,112500,449,37303,35320,275000,730,45490,39623,164800,1028,948,893,1004
304,36005041300,40.8741039,-73.8851968,10458.0,6294,31597,26126,162500,498,32302,32037,119400,705,44265,40862,169300,1002,2671,2763,2625
305,36005041400,40.9035525,-73.854095,10470.0,4167,38750,31483,163100,543,35688,33585,188500,718,48960,48966,414700,1095,947,1086,1153
306,36005041500,40.8701057,-73.8835532,10458.0,4921,32018,28050,180500,458,36417,30763,204200,705,39773,30594,407600,1066,2022,2036,1977
307,36005041800,40.897116100000005,-73.85846009999999,10466.0,3213,30773,25478,158100,491,46279,42481,200900,707,47569,42703,450800,1068,976,998,1017
308,36005041900,40.876859499999995,-73.88168509999998,10467.0,5983,32733,30635,261400,485,24563,26530,337500,685,36250,33426,248100,1015,2422,2423,2385
309,36005042000,40.8930261,-73.85985579999999,10466.0,2989,24243,23389,204200,476,28278,26175,195000,675,62560,51193,374200,998,1114,1182,1286
310,36005042100,40.881479399999996,-73.8827627,10467.0,6038,28493,27777,0,442,32188,30272,0,671,46133,35659,146700,923,2394,2327,2176
311,36005042200,40.8910968,-73.85528070000001,10466.0,2613,40774,37317,161100,522,39474,35078,168100,716,39286,49052,411700,1117,574,659,696
312,36005042300,40.877008000000004,-73.8773556,10467.0,3212,29371,23645,73780,478,35911,35374,42895,691,42407,37730,475000,1040,1361,1416,1355
313,36005042400,40.8892857,-73.8495425,10466.0,1888,45833,41571,151000,604,53571,46843,172300,753,71806,65952,358700,1222,264,357,428
314,36005042500,40.87101679999999,-73.8790971,10467.0,5233,31142,24172,138900,477,27073,27914,162500,699,31194,31381,476900,1108,1994,2083,1995
315,36005042600,40.8908411,-73.8419292,10466.0,5080,51966,45017,171500,618,58679,50972,188900,852,68684,68026,464000,1402,443,889,995
316,36005042800,40.8945094,-73.845703,10466.0,2016,51152,52062,164300,800,66214,61600,188500,938,81411,70313,403200,1141,241,244,304
317,36005042901,40.874949900000004,-73.87429250000001,10467.0,3152,31549,25444,151952,466,27788,27273,85477,708,29688,27324,311100,1000,1287,1273,1113
318,36005042902,40.8771332,-73.8739243,10467.0,2896,25938,25158,137500,461,36250,28381,268900,693,34479,29347,365600,1008,1140,1128,1252
319,36005043000,40.893459899999996,-73.8506574,10466.0,2720,40000,34306,164500,548,55333,48580,192600,689,54621,48990,393400,1002,355,452,448
320,36005043100,40.8849455,-73.8784935,10467.0,9319,26972,23620,1,483,27832,27774,0,702,37113,32027,311300,1030,3411,3262,3266
321,36005043400,40.898210999999996,-73.8523371,10466.0,3079,39312,21823,170577,454,39839,31194,211801,722,48737,44180,493000,975,850,936,991
322,36005043500,40.895211100000004,-73.8811111,10467.0,52,60342,14286,187500,275,80488,80488,0,0,0,17604,312500,0,10,0,5
323,36005043600,40.897279499999996,-73.84975899999999,10466.0,1677,56542,50487,145700,477,59868,55588,188100,803,57713,51000,363400,1195,135,332,291
324,36005044200,40.903867600000005,-73.8462552,10470.0,3076,39625,33611,164800,509,44000,36475,186100,711,44235,38900,373600,946,773,948,865
325,36005044400,40.8995005,-73.8437344,10466.0,3107,41669,45652,158590,669,61252,44459,176457,860,73664,58534,405100,1263,412,616,656
326,36005044800,40.8954712,-73.84131020000001,10466.0,1538,55572,53662,157100,631,66287,63625,181100,1035,92515,76190,385400,1800,112,180,250
327,36005044901,40.8974999,-73.8733943,10470.0,1904,51358,40873,212000,498,60592,52500,227600,756,88015,63346,425000,1289,538,580,539
328,36005044902,40.8988257,-73.8689887,10470.0,2210,46366,41615,188900,499,58333,45379,212100,787,92371,55938,439100,1097,610,655,662
329,36005045101,40.89744,-73.8643289,10470.0,1901,44263,32267,123600,494,66667,43106,194600,731,57214,52988,386500,1133,710,617,625
330,36005045102,40.9003655,-73.864136,10470.0,2019,48523,36597,186652,451,52195,39865,203245,750,92600,72188,435400,1031,521,592,516
