,tract,entropy_index_9,entropy_index_0,entropy_index_1,inc_9,rent_9,inc_0,rent_0,inc_1,rent_1,r_units_9,r_units_0,r_units_1,ratio_rent_inc_9,ratio_rent_inc_0,ratio_rent_inc_1,entropy_9_0,rent_9_0,inc_9_0,rent_units_9_0,rent_burden_9_0,entropy_0_1,rent_0_1,inc_0_1,rent_units_0_1,rent_burden_0_1
1918,36081120300,0.822841615242545,0.7243791266624879,0.9135379915275771,0.28448573123129334,0.8180722891566266,0.2708776064131967,0.40420819490586934,0.246841078609619,0.843502824858757,0.014566885355276326,0.022494657518839275,0.02012365135167899,0.1867698090277367,0.2488764878296585,0.20807058573967369,0.18083672950086446,0.11825066664589734,0.08041288368502379,0.1426384853491331,0.30099619762128227,0.4302930507360564,0.3597098832207563,0.2242984301044957,0.008239437403193967,0.36295326270858314
1919,36081120500,0.9316568917875101,0.922181664535582,0.8844023935077177,0.2351002055144067,0.43012048192771085,0.1440970395775033,0.25249169435215946,0.2133364256457618,0.292090395480226,0.05615478705659958,0.0776065684399955,0.07903988362225724,0.11531791973414708,0.302436306899721,0.08533351151020345,0.21021890267593485,0.15513645917810032,0.03556747215391842,0.12268269472132665,0.5376515346107669,0.32365881961892634,0.19244678239930527,0.34915975136903904,0.008559236429106328,0.11466024388612656
1920,36081120700,0.7436671558699891,0.7968053043739151,0.8681743461852628,0.32426449290354614,0.8216867469879519,0.2618879794643045,0.4108527131782946,0.3406168334996832,0.63954802259887,0.02179472923384855,0.021819817793274097,0.027033579827857923,0.15772092064052282,0.2630442119524611,0.10977508412147241,0.23050281578598386,0.12086079168650028,0.058792415323506514,0.08179578582415703,0.36987925057530946,0.3706520959793571,0.2639684961930322,0.3268695881900962,0.011407324498494817,0.1770977755215751
1921,36081121500,0.9028629283506431,0.8594304750158324,0.9352657996991118,0.2550516544599385,0.6,0.20661939529109768,0.37763012181616834,0.2227624565661251,0.588135593220339,0.054931613477148894,0.06118546845124283,0.06279549036246818,0.15093227979760174,0.31085382405682865,0.16132373641138853,0.19987232019642245,0.17500607162265944,0.06167369366070942,0.09268757036103983,0.4508670585384276,0.37118502077639376,0.2629755192849014,0.2635937285429611,0.008723732995439685,0.22544166294285026
1922,36081122300,0.7733176979721685,0.7882920030159031,0.9415615910050658,0.32227141694597317,0.6843373493975904,0.24869021819176468,0.4330011074197121,0.2794884431725469,0.7649717514124293,0.029912153897475816,0.038578337644809356,0.04424778761061947,0.12673607050201025,0.29414731205388334,0.1655317275915942,0.21727207200512316,0.17784669629444227,0.05373743269578024,0.11310763607074373,0.4894225839350175,0.408525165870648,0.3032043976476289,0.27912232226928485,0.01009091549641612,0.24490957744207062
1923,36081122701,0.8737913867691686,0.856170109536369,0.9731884215622,0.2620308685397443,0.26024096385542167,0.23237317735182106,0.22148394241417496,0.21543616100455978,0.4717514124293785,0.25853441565662183,0.27555955460578113,0.3501030427930658,0.04921107229036978,0.15786642602538017,0.13451498286537555,0.20732450346426654,0.23275024551032467,0.07203828425436103,0.08645391720980229,0.5026074285574613,0.3890173497066661,0.3428176817528147,0.22680108405836286,0.010702700940084698,0.3425142493357324
1924,36081122702,0.9136884803911757,0.8198882487579814,0.768354551854187,0.15241858732982994,0.21807228915662652,0.09522481957624088,0.12181616832779624,0.0811027959198042,0.15423728813559323,0.2812187256755254,0.2801709593971432,0.2939750272760335,0.10770869676955921,0.24340476407504819,0.13755297480060974,0.1851182745235788,0.14137882524287912,0.045074167332444445,0.07859723582688057,0.46190141546101554,0.31529288065815514,0.20776392680713401,0.1979996629376193,0.008602932099490337,0.24206462236105641
1925,36081124100,0.7741509881243269,0.7338721611861645,0.8206645076131348,0.30657508172301073,0.7518072289156627,0.2942537925810592,0.32447397563676633,0.34658472038731214,0.423728813559322,0.027132213944178807,0.03306714655269374,0.04230815856467451,0.15299290730497708,0.17710356897348462,0.06795321365928292,0.19866458891108033,0.09127298507880605,0.08088049943457919,0.10539279196828773,0.2599869230321654,0.37972274094648484,0.2175042058211228,0.29686329877005724,0.011420334085455426,0.16176558844673744
1926,36081124700,0.6292862693895506,0.5831455909384149,0.7800172307632298,0.38805671645908335,0.8674698795180723,0.37546026469164895,0.4485049833887043,0.37974977118268527,1.0,0.015234070944067608,0.020695084917332133,0.01830524912110559,0.13050138645980178,0.1883624594238287,0.15707491625033548,0.1931865626662405,0.12837209530412227,0.0803112768913071,0.12217068342044252,0.31624669280750844,0.44929452805297815,0.3894896773616946,0.2550600250238476,0.00824783041660212,0.34631737908834687
1927,36081125700,0.9075501162303606,0.8328706005489712,0.9496916701909011,0.2311209500558613,0.5831325301204819,0.23576598565026197,0.34108527131782945,0.23837587333667415,0.5096045197740113,0.04759257200044479,0.058823529411764705,0.06037095405503697,0.1666622839529644,0.24338204149732995,0.13010590388837745,0.19063889587067123,0.15646523989245434,0.09162578548873797,0.10650058462398232,0.3268568232959063,0.3898622408578702,0.2504893516231863,0.2487602943206922,0.008740820037504806,0.22856702339039056
1928,36081126500,0.7116046752197381,0.6266375073189927,0.7998787316438493,0.33008510227445137,0.3313253012048193,0.3078828876217729,0.29346622369878184,0.2806107869244882,0.4248587570621469,0.02802179472923385,0.027443482172983917,0.024124136258940478,0.040934573925500796,0.14871119586914147,0.08942575856864171,0.1813778880607554,0.255203195693476,0.07645702963437423,0.07874665045047244,0.5192822174287836,0.43115222833582756,0.2408533205820664,0.22555578892903252,0.007887295753677992,0.2438770836488633
1929,36081126700,0.6659987483262277,0.7681185763781753,0.8062838898086385,0.3433952635136067,0.3325301204819277,0.2768478969848718,0.4750830564784053,0.36005698690046756,0.7090395480225988,0.006004670299121539,0.018108199302665617,0.01285004242938538,0.03684267276355363,0.2886027745662434,0.11503228069036536,0.2500306019222577,0.4413010765957745,0.05805029402221195,0.3004530403206727,0.9240961313349694,0.3557643122768974,0.25380413262543744,0.3283362620804739,0.006848270745459093,0.16883735704036765
1930,36081127700,0.5151227765869751,0.3740527648615865,0.7367123077648415,0.47628308575054135,0.5939759036144578,0.44633576703768385,0.82281284606866,0.38579634637764587,0.9209039548022598,0.012342933392638719,0.008660443144753121,0.005576433507091768,0.04868775498867714,0.30877914385538374,0.1411808168510988,0.14663799203139877,0.4861397228243671,0.07464295573928874,0.051305982626529835,0.8813152701062105,0.6134984839420848,0.1826366991118737,0.21515103956679602,0.007825056764461215,0.19642933813543395
1931,36081129102,0.5990839095366172,0.6060276475006786,0.6867758999458595,0.40683576778251335,0.43614457831325304,0.36410882235360953,0.2857142857142857,0.438442965472399,1.0,0.026909818747915044,0.02418175683275222,0.007031155291550491,0.03935368522145804,0.11268351895448991,0.13344421292090672,0.21388511374663208,0.18088022960097402,0.06948280303430523,0.06987816490465609,0.4307271266717252,0.38141495466286146,0.582146832251553,0.3081371320180201,0.0026422716490123784,0.43162984402398236
1932,36081129103,0.7195143946401058,0.7062247618117498,0.7275025197517909,0.33382298175197583,0.3602409638554217,0.3151945210091106,0.3194905869324474,0.3914287725866503,0.4062146892655367,0.061381074168797956,0.06062310201327185,0.04339919990301855,0.04627103140645059,0.1590646230190172,0.05439896661783541,0.2071818332075266,0.25953425380142947,0.07800514098647442,0.0784419806489452,0.5195898480111882,0.34792598579142947,0.21153425355452174,0.31562476426322833,0.0058214837557510665,0.1455750329383922
1933,36081129104,0.7234849761382129,0.7110412408042776,0.7508900238364207,0.33279540971848665,0.3602409638554217,0.3143528941443811,0.3194905869324474,0.40103288757097477,0.3887005649717514,0.0939619704214389,0.09301540884040041,0.039883622257243304,0.046632248708502334,0.1596335410964434,0.04964907904964072,0.20752534459334798,0.25953425380142947,0.07808358105966064,0.07833657483229632,0.5192756887953603,0.35716249875201883,0.20213765270114262,0.3247754732887708,0.002950376537054792,0.13355217701938382
